<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2024.02.23	16:33:25.789	1.64878				2
2024.02.23	16:33:25.890	1.64879	1.64899			6
2024.02.23	16:33:26.001		1.64900			4
2024.02.23	16:33:26.222	1.64881				2
2024.02.23	16:33:27.449		1.64898			4
2024.02.23	16:33:27.914		1.64899			4
2024.02.23	16:33:28.020		1.64900			4
2024.02.23	16:33:28.293	1.64877	1.64895			6
2024.02.23	16:33:28.658	1.64878				2
2024.02.23	16:33:28.762	1.64879	1.64897			6
2024.02.23	16:33:28.907	1.64880	1.64898			6
2024.02.23	16:33:29.520	1.64876				2
2024.02.23	16:33:29.626		1.64896			4
2024.02.23	16:33:29.732	1.64875				2
2024.02.23	16:33:29.837	1.64878				2
2024.02.23	16:33:30.060	1.64879				2
2024.02.23	16:33:30.165	1.64878	1.64897			6
2024.02.23	16:33:30.628	1.64879				2
2024.02.23	16:33:30.734	1.64878				2
2024.02.23	16:33:30.833	1.64879				2
2024.02.23	16:33:31.099	1.64882	1.64898			6
2024.02.23	16:33:31.329	1.64881	1.64899			6
2024.02.23	16:33:31.575	1.64882				2
2024.02.23	16:33:31.675	1.64880				2
2024.02.23	16:33:31.906	1.64881				2
2024.02.23	16:33:32.159	1.64880				2
2024.02.23	16:33:32.416	1.64881				2
2024.02.23	16:33:32.516	1.64883				2
2024.02.23	16:33:32.736	1.64878				2
2024.02.23	16:33:32.834	1.64879	1.64900			6
2024.02.23	16:33:32.949		1.64899			4
2024.02.23	16:33:33.173	1.64878				2
2024.02.23	16:33:33.302	1.64879				2
2024.02.23	16:33:33.522	1.64880				2
2024.02.23	16:33:33.982		1.64900			4
2024.02.23	16:33:34.288	1.64879				2
2024.02.23	16:33:34.495	1.64881	1.64901			6
2024.02.23	16:33:34.595		1.64900			4
2024.02.23	16:33:34.821	1.64882	1.64901			6
2024.02.23	16:33:38.228	1.64880	1.64900			6
2024.02.23	16:33:38.341	1.64879				2
2024.02.23	16:33:38.443		1.64899			4
2024.02.23	16:33:38.644		1.64901			4
2024.02.23	16:33:38.896		1.64900			4
2024.02.23	16:33:38.997	1.64880	1.64901			6
2024.02.23	16:33:39.251	1.64879				2
2024.02.23	16:33:39.439	1.64882				2
2024.02.23	16:33:40.237		1.64900			4
2024.02.23	16:33:40.343	1.64881	1.64901			6
2024.02.23	16:33:40.447	1.64880	1.64900			6
2024.02.23	16:33:40.717		1.64899			4
2024.02.23	16:33:40.956	1.64879				2
2024.02.23	16:33:41.198		1.64898			4
2024.02.23	16:33:41.414	1.64877	1.64897			6
2024.02.23	16:33:41.630	1.64872	1.64892			6
2024.02.23	16:33:41.730	1.64871	1.64893			6
2024.02.23	16:33:41.841	1.64876	1.64894			6
2024.02.23	16:33:41.963	1.64875	1.64895			6
2024.02.23	16:33:42.056	1.64873	1.64891			6
2024.02.23	16:33:42.167	1.64874	1.64893			6
2024.02.23	16:33:42.518	1.64870	1.64892			6
2024.02.23	16:33:42.618	1.64872	1.64893			6
2024.02.23	16:33:42.718	1.64876	1.64892			6
2024.02.23	16:33:42.821		1.64894			4
2024.02.23	16:33:42.933		1.64895			4
2024.02.23	16:33:43.144	1.64875				2
2024.02.23	16:33:43.292		1.64894			4
2024.02.23	16:33:43.405	1.64879	1.64896			6
2024.02.23	16:33:43.505	1.64881	1.64898			6
2024.02.23	16:33:43.615	1.64880				2
2024.02.23	16:33:43.715	1.64879	1.64899			6
2024.02.23	16:33:43.920		1.64898			4
2024.02.23	16:33:44.026	1.64878	1.64897			6
2024.02.23	16:33:44.141		1.64896			4
2024.02.23	16:33:44.250		1.64898			4
2024.02.23	16:33:44.582	1.64879	1.64900			6
2024.02.23	16:33:44.964		1.64897			4
2024.02.23	16:33:45.079		1.64898			4
2024.02.23	16:33:45.291	1.64878				2
2024.02.23	16:33:45.512	1.64881	1.64897			6
2024.02.23	16:33:45.623		1.64900			4
2024.02.23	16:33:46.089	1.64880				2
2024.02.23	16:33:47.950		1.64899			4
2024.02.23	16:33:48.057		1.64900			4
2024.02.23	16:33:49.179	1.64883	1.64904			6
2024.02.23	16:33:49.388	1.64884	1.64905			6
2024.02.23	16:33:49.704	1.64881	1.64901			6
2024.02.23	16:33:49.813	1.64885				2
2024.02.23	16:33:49.920	1.64886	1.64906			6
2024.02.23	16:33:50.123		1.64905			4
2024.02.23	16:33:50.234	1.64887				2
2024.02.23	16:33:50.442		1.64906			4
2024.02.23	16:33:50.545	1.64886	1.64905			6
2024.02.23	16:33:50.761	1.64887	1.64906			6
2024.02.23	16:33:50.865		1.64907			4
2024.02.23	16:33:50.971		1.64908			4
2024.02.23	16:33:51.094		1.64907			4
2024.02.23	16:33:51.406	1.64885	1.64904			6
2024.02.23	16:33:51.519	1.64887	1.64906			6
2024.02.23	16:33:52.180	1.64886	1.64905			6
2024.02.23	16:33:52.681	1.64884	1.64904			6
2024.02.23	16:33:52.784	1.64883				2
2024.02.23	16:33:53.693	1.64884				2
2024.02.23	16:33:55.251		1.64903			4
2024.02.23	16:33:55.943	1.64883	1.64904			6
2024.02.23	16:33:56.373	1.64884				2
2024.02.23	16:33:56.583	1.64883				2
2024.02.23	16:33:57.024	1.64884	1.64903			6
2024.02.23	16:33:57.248		1.64904			4
2024.02.23	16:33:57.924		1.64905			4
2024.02.23	16:33:58.140		1.64904			4
2024.02.23	16:33:58.352		1.64906			4
2024.02.23	16:33:58.469		1.64905			4
2024.02.23	16:33:58.930	1.64885	1.64906			6
2024.02.23	16:33:59.613		1.64907			4
2024.02.23	16:33:59.738		1.64906			4
2024.02.23	16:33:59.849		1.64905			4
2024.02.23	16:34:00.075	1.64884	1.64904			6
2024.02.23	16:34:00.403		1.64905			4
2024.02.23	16:34:00.907	1.64885	1.64906			6
2024.02.23	16:34:01.466	1.64886	1.64907			6
2024.02.23	16:34:02.192		1.64908			4
2024.02.23	16:34:02.430	1.64887	1.64907			6
2024.02.23	16:34:02.639		1.64908			4
2024.02.23	16:34:03.498	1.64896	1.64915			6
2024.02.23	16:34:03.599	1.64898	1.64917			6
2024.02.23	16:34:03.801	1.64900	1.64919			6
2024.02.23	16:34:04.004	1.64899				2
2024.02.23	16:34:04.672	1.64901				2
2024.02.23	16:34:04.774	1.64900	1.64916			6
2024.02.23	16:34:04.875	1.64902	1.64918			6
2024.02.23	16:34:04.978	1.64901	1.64920			6
2024.02.23	16:34:05.886		1.64921			4
2024.02.23	16:34:06.088	1.64903	1.64922			6
2024.02.23	16:34:06.737		1.64921			4
2024.02.23	16:34:06.868		1.64922			4
2024.02.23	16:34:07.748	1.64901				2
2024.02.23	16:34:07.975	1.64903				2
2024.02.23	16:34:08.078	1.64901	1.64921			6
2024.02.23	16:34:08.214	1.64903				2
2024.02.23	16:34:08.316		1.64922			4
2024.02.23	16:34:09.413		1.64921			4
2024.02.23	16:34:10.236	1.64902				2
2024.02.23	16:34:10.690		1.64922			4
2024.02.23	16:34:10.794	1.64904				2
2024.02.23	16:34:10.899	1.64902				2
2024.02.23	16:34:11.344	1.64901	1.64921			6
2024.02.23	16:34:11.446	1.64902				2
2024.02.23	16:34:11.554	1.64903	1.64922			6
2024.02.23	16:34:11.764	1.64902				2
2024.02.23	16:34:11.882		1.64920			4
2024.02.23	16:34:11.986	1.64898	1.64917			6
2024.02.23	16:34:12.084	1.64896	1.64915			6
2024.02.23	16:34:12.189	1.64895				2
2024.02.23	16:34:12.491	1.64894				2
2024.02.23	16:34:13.125		1.64916			4
2024.02.23	16:34:13.345	1.64895				2
2024.02.23	16:34:13.451	1.64898	1.64917			6
2024.02.23	16:34:13.552	1.64896				2
2024.02.23	16:34:13.653	1.64898				2
2024.02.23	16:34:13.757	1.64897				2
2024.02.23	16:34:13.894	1.64898				2
2024.02.23	16:34:13.999	1.64896				2
2024.02.23	16:34:14.103	1.64895	1.64916			6
2024.02.23	16:34:14.388	1.64896				2
2024.02.23	16:34:14.488	1.64895				2
2024.02.23	16:34:14.590	1.64894				2
2024.02.23	16:34:14.796		1.64917			4
2024.02.23	16:34:14.907	1.64896				2
2024.02.23	16:34:15.016	1.64894				2
2024.02.23	16:34:15.123	1.64895				2
2024.02.23	16:34:15.395	1.64896				2
2024.02.23	16:34:15.495	1.64894				2
2024.02.23	16:34:15.609	1.64895	1.64915			6
2024.02.23	16:34:15.718	1.64893	1.64917			6
2024.02.23	16:34:15.824	1.64895	1.64916			6
2024.02.23	16:34:15.926	1.64893	1.64914			6
2024.02.23	16:34:16.028	1.64895	1.64913			6
2024.02.23	16:34:16.133		1.64914			4
2024.02.23	16:34:16.249	1.64894				2
2024.02.23	16:34:16.353	1.64893	1.64913			6
2024.02.23	16:34:16.462	1.64892	1.64915			6
2024.02.23	16:34:17.026	1.64897				2
2024.02.23	16:34:17.359	1.64898				2
2024.02.23	16:34:17.619	1.64895	1.64914			6
2024.02.23	16:34:17.720	1.64893				2
2024.02.23	16:34:17.819	1.64891	1.64912			6
2024.02.23	16:34:18.128	1.64890				2
2024.02.23	16:34:18.229		1.64911			4
2024.02.23	16:34:18.864	1.64889	1.64910			6
2024.02.23	16:34:19.217	1.64887				2
2024.02.23	16:34:19.318	1.64889				2
2024.02.23	16:34:19.421	1.64888	1.64909			6
2024.02.23	16:34:19.522	1.64890	1.64911			6
2024.02.23	16:34:19.731	1.64892				2
2024.02.23	16:34:20.295	1.64890				2
2024.02.23	16:34:20.636	1.64891				2
2024.02.23	16:34:20.737	1.64890				2
2024.02.23	16:34:22.703		1.64912			4
2024.02.23	16:34:23.049	1.64891				2
2024.02.23	16:34:23.160	1.64892				2
2024.02.23	16:34:23.621	1.64899	1.64919			6
2024.02.23	16:34:23.847		1.64920			4
2024.02.23	16:34:24.061		1.64921			4
2024.02.23	16:34:24.576	1.64898	1.64920			6
2024.02.23	16:34:25.049		1.64919			4
2024.02.23	16:34:25.469		1.64921			4
2024.02.23	16:34:25.740		1.64922			4
2024.02.23	16:34:25.896		1.64921			4
2024.02.23	16:34:26.002	1.64900				2
2024.02.23	16:34:26.110	1.64899				2
2024.02.23	16:34:26.211	1.64900				2
2024.02.23	16:34:26.320	1.64899				2
2024.02.23	16:34:26.428	1.64900				2
2024.02.23	16:34:26.776	1.64899				2
2024.02.23	16:34:27.199	1.64900				2
2024.02.23	16:34:27.301	1.64899				2
2024.02.23	16:34:27.861	1.64901	1.64920			6
2024.02.23	16:34:27.970		1.64921			4
2024.02.23	16:34:28.947	1.64900	1.64922			6
2024.02.23	16:34:29.153		1.64921			4
2024.02.23	16:34:29.652	1.64901	1.64922			6
2024.02.23	16:34:29.755	1.64902				2
2024.02.23	16:34:29.865	1.64900				2
2024.02.23	16:34:30.225		1.64923			4
2024.02.23	16:34:30.372	1.64903				2
2024.02.23	16:34:30.487	1.64901				2
2024.02.23	16:34:30.731	1.64900				2
2024.02.23	16:34:30.969	1.64903				2
2024.02.23	16:34:31.404	1.64898	1.64920			6
2024.02.23	16:34:31.506	1.64896	1.64917			6
2024.02.23	16:34:31.928	1.64898	1.64918			6
2024.02.23	16:34:32.030	1.64899	1.64920			6
2024.02.23	16:34:32.135	1.64900				2
2024.02.23	16:34:32.241	1.64904	1.64923			6
2024.02.23	16:34:32.342	1.64906				2
2024.02.23	16:34:33.314	1.64903				2
2024.02.23	16:34:33.415	1.64901				2
2024.02.23	16:34:33.517	1.64899				2
2024.02.23	16:34:33.750	1.64900	1.64922			6
2024.02.23	16:34:33.849	1.64902				2
2024.02.23	16:34:33.952	1.64903				2
2024.02.23	16:34:34.071	1.64901	1.64923			6
2024.02.23	16:34:34.178	1.64902				2
2024.02.23	16:34:34.278	1.64901				2
2024.02.23	16:34:34.387	1.64902				2
2024.02.23	16:34:34.486	1.64903				2
2024.02.23	16:34:34.590	1.64902	1.64922			6
2024.02.23	16:34:34.823	1.64901				2
2024.02.23	16:34:36.229	1.64899	1.64921			6
2024.02.23	16:34:36.675	1.64897	1.64918			6
2024.02.23	16:34:36.997	1.64896				2
2024.02.23	16:34:37.102	1.64895	1.64917			6
2024.02.23	16:34:37.207	1.64897				2
2024.02.23	16:34:37.414	1.64895				2
2024.02.23	16:34:38.081	1.64896				2
2024.02.23	16:34:38.311	1.64895				2
2024.02.23	16:34:38.939		1.64916			4
2024.02.23	16:34:39.812	1.64893	1.64915			6
2024.02.23	16:34:40.538	1.64895				2
2024.02.23	16:34:40.640	1.64893				2
2024.02.23	16:34:40.752	1.64894				2
2024.02.23	16:34:40.861	1.64895				2
2024.02.23	16:34:40.964	1.64896				2
2024.02.23	16:34:41.082		1.64916			4
2024.02.23	16:34:41.183	1.64894				2
2024.02.23	16:34:41.285		1.64915			4
2024.02.23	16:34:41.781	1.64893				2
2024.02.23	16:34:41.886		1.64916			4
2024.02.23	16:34:42.105		1.64915			4
2024.02.23	16:34:42.537		1.64916			4
2024.02.23	16:34:42.761	1.64894				2
2024.02.23	16:34:43.227	1.64895	1.64915			6
2024.02.23	16:34:43.329		1.64916			4
2024.02.23	16:34:43.434	1.64894				2
2024.02.23	16:34:43.987		1.64915			4
2024.02.23	16:34:44.091		1.64916			4
2024.02.23	16:34:44.794		1.64914			4
2024.02.23	16:34:45.282	1.64893	1.64913			6
2024.02.23	16:34:45.388		1.64914			4
2024.02.23	16:34:45.596	1.64895	1.64915			6
2024.02.23	16:34:45.728	1.64894				2
2024.02.23	16:34:45.944		1.64916			4
2024.02.23	16:34:46.055	1.64893	1.64914			6
2024.02.23	16:34:46.259	1.64895	1.64916			6
2024.02.23	16:34:46.362	1.64894	1.64915			6
2024.02.23	16:34:46.475		1.64914			4
2024.02.23	16:34:47.049	1.64893				2
2024.02.23	16:34:47.289		1.64912			4
2024.02.23	16:34:47.775		1.64913			4
2024.02.23	16:34:49.069	1.64889	1.64910			6
2024.02.23	16:34:49.276		1.64909			4
2024.02.23	16:34:50.005	1.64892	1.64911			6
2024.02.23	16:34:50.106	1.64888	1.64910			6
2024.02.23	16:34:50.359	1.64890				2
2024.02.23	16:34:50.460	1.64891	1.64913			6
2024.02.23	16:34:50.560	1.64890	1.64911			6
2024.02.23	16:34:50.661	1.64888	1.64912			6
2024.02.23	16:34:50.766	1.64889	1.64911			6
2024.02.23	16:34:51.115	1.64890				2
2024.02.23	16:34:51.236	1.64888				2
2024.02.23	16:34:51.340	1.64890				2
2024.02.23	16:34:51.666	1.64889				2
2024.02.23	16:34:51.878	1.64888				2
2024.02.23	16:34:52.302		1.64910			4
2024.02.23	16:34:52.814		1.64909			4
2024.02.23	16:34:52.926	1.64887				2
2024.02.23	16:34:53.230	1.64886	1.64906			6
2024.02.23	16:34:53.331	1.64885				2
2024.02.23	16:34:53.433	1.64887	1.64907			6
2024.02.23	16:34:53.536	1.64888	1.64910			6
2024.02.23	16:34:54.071	1.64889				2
2024.02.23	16:34:54.173	1.64887	1.64909			6
2024.02.23	16:34:54.279	1.64886	1.64907			6
2024.02.23	16:34:54.914		1.64908			4
2024.02.23	16:34:55.164	1.64885				2
2024.02.23	16:34:55.265	1.64886	1.64906			6
2024.02.23	16:34:55.392	1.64884				2
2024.02.23	16:34:55.498	1.64883	1.64904			6
2024.02.23	16:34:55.611	1.64884				2
2024.02.23	16:34:55.735	1.64883				2
2024.02.23	16:34:56.059	1.64882				2
2024.02.23	16:34:56.262	1.64883				2
2024.02.23	16:34:56.365	1.64892	1.64907			6
2024.02.23	16:34:56.463	1.64888	1.64908			6
2024.02.23	16:34:56.575	1.64887	1.64909			6
2024.02.23	16:34:56.680	1.64888	1.64908			6
2024.02.23	16:34:56.782	1.64887	1.64910			6
2024.02.23	16:34:56.889	1.64890				2
2024.02.23	16:34:57.217	1.64889				2
2024.02.23	16:34:57.564	1.64887				2
2024.02.23	16:34:57.668	1.64888				2
2024.02.23	16:34:57.848		1.64909			4
2024.02.23	16:34:58.242	1.64887				2
2024.02.23	16:34:58.456	1.64888	1.64908			6
2024.02.23	16:34:58.558	1.64885	1.64903			6
2024.02.23	16:34:58.660	1.64884				2
2024.02.23	16:34:58.758	1.64882				2
2024.02.23	16:34:58.863		1.64902			4
2024.02.23	16:34:58.965	1.64881				2
2024.02.23	16:34:59.189	1.64882	1.64903			6
2024.02.23	16:34:59.506	1.64880	1.64901			6
2024.02.23	16:34:59.909	1.64882				2
2024.02.23	16:35:00.011	1.64882	1.64904			6
2024.02.23	16:35:00.116		1.64903			4
2024.02.23	16:35:00.229		1.64901			4
2024.02.23	16:35:00.439	1.64878				2
2024.02.23	16:35:00.650	1.64877				2
2024.02.23	16:35:00.753		1.64900			4
2024.02.23	16:35:00.849		1.64897			4
2024.02.23	16:35:00.949	1.64880	1.64902			6
2024.02.23	16:35:01.153	1.64883	1.64903			6
2024.02.23	16:35:01.491	1.64882	1.64900			6
2024.02.23	16:35:01.592	1.64884				2
2024.02.23	16:35:01.913	1.64882				2
2024.02.23	16:35:02.137		1.64901			4
2024.02.23	16:35:02.573	1.64884				2
2024.02.23	16:35:02.778	1.64882	1.64900			6
2024.02.23	16:35:02.894		1.64901			4
2024.02.23	16:35:02.998	1.64881				2
2024.02.23	16:35:03.327		1.64899			4
2024.02.23	16:35:03.429	1.64879				2
2024.02.23	16:35:03.548	1.64878				2
2024.02.23	16:35:03.752	1.64877	1.64898			6
2024.02.23	16:35:03.859		1.64899			4
2024.02.23	16:35:03.965	1.64878				2
2024.02.23	16:35:04.068	1.64877				2
2024.02.23	16:35:04.168		1.64898			4
2024.02.23	16:35:04.383	1.64875				2
2024.02.23	16:35:04.488		1.64896			4
2024.02.23	16:35:04.592	1.64873	1.64894			6
2024.02.23	16:35:04.938	1.64875	1.64895			6
2024.02.23	16:35:05.592	1.64876	1.64894			6
2024.02.23	16:35:06.015		1.64895			4
2024.02.23	16:35:06.146		1.64896			4
2024.02.23	16:35:06.259	1.64877	1.64897			6
2024.02.23	16:35:06.358	1.64879				2
2024.02.23	16:35:06.472	1.64881				2
2024.02.23	16:35:06.583	1.64879				2
2024.02.23	16:35:06.794	1.64878				2
2024.02.23	16:35:07.007	1.64870	1.64890			6
2024.02.23	16:35:07.114	1.64869	1.64889			6
2024.02.23	16:35:07.211	1.64862	1.64883			6
2024.02.23	16:35:07.312	1.64863	1.64880			6
2024.02.23	16:35:07.413	1.64862	1.64879			6
2024.02.23	16:35:07.519	1.64863	1.64882			6
2024.02.23	16:35:07.620	1.64862				2
2024.02.23	16:35:07.731	1.64863				2
2024.02.23	16:35:07.831		1.64885			4
2024.02.23	16:35:07.931		1.64883			4
2024.02.23	16:35:08.042		1.64882			4
2024.02.23	16:35:08.154		1.64881			4
2024.02.23	16:35:08.255	1.64862				2
2024.02.23	16:35:08.360		1.64880			4
2024.02.23	16:35:08.463		1.64881			4
2024.02.23	16:35:08.793	1.64863	1.64882			6
2024.02.23	16:35:09.031	1.64865				2
2024.02.23	16:35:09.246	1.64862				2
2024.02.23	16:35:09.560		1.64881			4
2024.02.23	16:35:09.869		1.64883			4
2024.02.23	16:35:10.177		1.64882			4
2024.02.23	16:35:10.288	1.64861				2
2024.02.23	16:35:10.489	1.64859	1.64881			6
2024.02.23	16:35:10.798	1.64858	1.64880			6
2024.02.23	16:35:10.897	1.64859	1.64881			6
2024.02.23	16:35:11.507	1.64860				2
2024.02.23	16:35:11.734	1.64859	1.64880			6
2024.02.23	16:35:11.835	1.64860	1.64881			6
2024.02.23	16:35:12.224		1.64880			4
2024.02.23	16:35:13.210		1.64879			4
2024.02.23	16:35:13.473	1.64863	1.64882			6
2024.02.23	16:35:13.576	1.64866	1.64881			6
2024.02.23	16:35:13.682	1.64861				2
2024.02.23	16:35:13.786	1.64862	1.64882			6
2024.02.23	16:35:13.908	1.64861	1.64880			6
2024.02.23	16:35:14.008		1.64881			4
2024.02.23	16:35:14.113		1.64883			4
2024.02.23	16:35:14.216		1.64882			4
2024.02.23	16:35:14.430		1.64881			4
2024.02.23	16:35:14.531		1.64880			4
2024.02.23	16:35:14.643		1.64881			4
2024.02.23	16:35:14.897		1.64882			4
2024.02.23	16:35:14.997		1.64881			4
2024.02.23	16:35:15.209		1.64880			4
2024.02.23	16:35:16.345	1.64860				2
2024.02.23	16:35:16.553	1.64859	1.64881			6
2024.02.23	16:35:16.767	1.64858				2
2024.02.23	16:35:16.884	1.64859	1.64880			6
2024.02.23	16:35:17.275	1.64860	1.64881			6
2024.02.23	16:35:17.493	1.64859				2
2024.02.23	16:35:17.854	1.64860				2
2024.02.23	16:35:17.960	1.64861	1.64882			6
2024.02.23	16:35:18.356	1.64862				2
2024.02.23	16:35:18.951	1.64863				2
2024.02.23	16:35:19.065	1.64861				2
2024.02.23	16:35:19.198	1.64863				2
2024.02.23	16:35:19.539	1.64870	1.64888			6
2024.02.23	16:35:19.637		1.64889			4
2024.02.23	16:35:19.741	1.64869	1.64890			6
2024.02.23	16:35:19.840		1.64886			4
2024.02.23	16:35:19.942	1.64865				2
2024.02.23	16:35:20.055		1.64885			4
2024.02.23	16:35:20.366	1.64867				2
2024.02.23	16:35:20.466	1.64865				2
2024.02.23	16:35:20.682	1.64864	1.64884			6
2024.02.23	16:35:21.570	1.64861	1.64883			6
2024.02.23	16:35:21.678		1.64882			4
2024.02.23	16:35:22.370	1.64863				2
2024.02.23	16:35:22.509	1.64861				2
2024.02.23	16:35:23.170	1.64863				2
2024.02.23	16:35:23.298	1.64864	1.64884			6
2024.02.23	16:35:23.397		1.64885			4
2024.02.23	16:35:23.498		1.64883			4
2024.02.23	16:35:23.598	1.64862				2
2024.02.23	16:35:23.700		1.64884			4
2024.02.23	16:35:24.027	1.64864	1.64885			6
2024.02.23	16:35:24.129	1.64866	1.64887			6
2024.02.23	16:35:24.342	1.64867				2
2024.02.23	16:35:24.453	1.64865				2
2024.02.23	16:35:24.554	1.64866				2
2024.02.23	16:35:25.253	1.64868				2
2024.02.23	16:35:25.352	1.64867				2
2024.02.23	16:35:25.924	1.64865	1.64883			6
2024.02.23	16:35:26.019	1.64864				2
2024.02.23	16:35:26.127	1.64863				2
2024.02.23	16:35:26.458	1.64864				2
2024.02.23	16:35:26.800		1.64884			4
2024.02.23	16:35:27.037		1.64883			4
2024.02.23	16:35:27.145	1.64862				2
2024.02.23	16:35:27.245	1.64863				2
2024.02.23	16:35:27.619		1.64882			4
2024.02.23	16:35:27.898		1.64883			4
2024.02.23	16:35:28.256		1.64882			4
2024.02.23	16:35:28.364	1.64867	1.64883			6
2024.02.23	16:35:28.465	1.64868	1.64887			6
2024.02.23	16:35:28.950		1.64885			4
2024.02.23	16:35:29.159		1.64887			4
2024.02.23	16:35:29.267	1.64866				2
2024.02.23	16:35:29.389	1.64867				2
2024.02.23	16:35:30.765	1.64866				2
2024.02.23	16:35:30.874	1.64868				2
2024.02.23	16:35:31.196	1.64867	1.64885			6
2024.02.23	16:35:31.633		1.64886			4
2024.02.23	16:35:32.220	1.64868				2
2024.02.23	16:35:32.565	1.64870				2
2024.02.23	16:35:32.885	1.64871				2
2024.02.23	16:35:32.987	1.64866				2
2024.02.23	16:35:33.683	1.64867	1.64885			6
2024.02.23	16:35:33.901	1.64869				2
2024.02.23	16:35:35.078		1.64886			4
2024.02.23	16:35:35.198	1.64867				2
2024.02.23	16:35:35.905	1.64869				2
2024.02.23	16:35:36.152	1.64867				2
2024.02.23	16:35:36.304		1.64887			4
2024.02.23	16:35:36.785	1.64869				2
2024.02.23	16:35:36.891	1.64867	1.64886			6
2024.02.23	16:35:37.124	1.64869	1.64885			6
2024.02.23	16:35:37.819	1.64871				2
2024.02.23	16:35:37.920	1.64869				2
2024.02.23	16:35:38.866	1.64870				2
2024.02.23	16:35:38.969	1.64868				2
2024.02.23	16:35:39.079	1.64870				2
2024.02.23	16:35:39.699	1.64869				2
2024.02.23	16:35:40.051	1.64870	1.64887			6
2024.02.23	16:35:40.153	1.64871	1.64891			6
2024.02.23	16:35:40.254	1.64870				2
2024.02.23	16:35:40.377		1.64889			4
2024.02.23	16:35:40.501	1.64872				2
2024.02.23	16:35:40.718	1.64870				2
2024.02.23	16:35:40.842	1.64871				2
2024.02.23	16:35:40.946	1.64870				2
2024.02.23	16:35:41.147	1.64869	1.64888			6
2024.02.23	16:35:41.357		1.64889			4
2024.02.23	16:35:41.591		1.64888			4
2024.02.23	16:35:41.733	1.64868				2
2024.02.23	16:35:41.949		1.64886			4
2024.02.23	16:35:42.156	1.64866				2
2024.02.23	16:35:43.514		1.64887			4
2024.02.23	16:35:43.950		1.64885			4
2024.02.23	16:35:44.375	1.64864				2
2024.02.23	16:35:45.455	1.64863	1.64883			6
2024.02.23	16:35:45.607	1.64864	1.64885			6
2024.02.23	16:35:45.842		1.64884			4
2024.02.23	16:35:46.170	1.64865				2
2024.02.23	16:35:46.394	1.64864				2
2024.02.23	16:35:46.536		1.64883			4
2024.02.23	16:35:46.650		1.64882			4
2024.02.23	16:35:46.752	1.64861	1.64883			6
2024.02.23	16:35:47.448	1.64862				2
2024.02.23	16:35:47.660	1.64858	1.64879			6
2024.02.23	16:35:47.866	1.64857	1.64878			6
2024.02.23	16:35:47.971	1.64858	1.64877			6
2024.02.23	16:35:48.072	1.64857				2
2024.02.23	16:35:49.983		1.64876			4
2024.02.23	16:35:50.085	1.64850	1.64871			6
2024.02.23	16:35:50.189		1.64869			4
2024.02.23	16:35:50.874	1.64860	1.64877			6
2024.02.23	16:35:51.086		1.64876			4
2024.02.23	16:35:51.190	1.64857	1.64872			6
2024.02.23	16:35:51.299	1.64854				2
2024.02.23	16:35:51.716		1.64873			4
2024.02.23	16:35:52.055	1.64855				2
2024.02.23	16:35:52.188		1.64874			4
2024.02.23	16:35:52.651		1.64875			4
2024.02.23	16:35:52.852	1.64854	1.64874			6
2024.02.23	16:35:53.147	1.64856	1.64873			6
2024.02.23	16:35:53.347		1.64874			4
2024.02.23	16:35:53.449	1.64854	1.64873			6
2024.02.23	16:35:53.678		1.64874			4
2024.02.23	16:35:53.882		1.64873			4
2024.02.23	16:35:53.988	1.64855	1.64874			6
2024.02.23	16:35:54.208	1.64858	1.64876			6
2024.02.23	16:35:54.310	1.64855	1.64875			6
2024.02.23	16:35:54.413	1.64857				2
2024.02.23	16:35:54.637	1.64856				2
2024.02.23	16:35:54.752	1.64854				2
2024.02.23	16:35:55.067		1.64876			4
2024.02.23	16:35:55.166	1.64855				2
2024.02.23	16:35:55.391	1.64856				2
2024.02.23	16:35:55.503	1.64858				2
2024.02.23	16:35:55.607		1.64878			4
2024.02.23	16:35:55.716	1.64856				2
2024.02.23	16:35:56.605	1.64857				2
2024.02.23	16:35:56.864		1.64879			4
2024.02.23	16:35:57.533	1.64860	1.64878			6
2024.02.23	16:35:57.738	1.64858				2
2024.02.23	16:35:57.971	1.64862	1.64879			6
2024.02.23	16:35:58.071	1.64861	1.64880			6
2024.02.23	16:35:58.173		1.64879			4
2024.02.23	16:35:58.275	1.64859	1.64881			6
2024.02.23	16:35:58.377	1.64861	1.64880			6
2024.02.23	16:35:58.605	1.64860				2
2024.02.23	16:35:58.717		1.64881			4
2024.02.23	16:35:58.844		1.64880			4
2024.02.23	16:35:59.570	1.64863	1.64883			6
2024.02.23	16:35:59.671	1.64856	1.64877			6
2024.02.23	16:35:59.773	1.64862	1.64878			6
2024.02.23	16:35:59.876	1.64858	1.64879			6
2024.02.23	16:35:59.978	1.64859				2
2024.02.23	16:36:00.146	1.64860	1.64880			6
2024.02.23	16:36:00.248		1.64878			4
2024.02.23	16:36:00.353		1.64879			4
2024.02.23	16:36:00.454	1.64861				2
2024.02.23	16:36:00.582		1.64881			4
2024.02.23	16:36:00.693		1.64880			4
2024.02.23	16:36:00.878		1.64879			4
2024.02.23	16:36:01.217		1.64881			4
2024.02.23	16:36:01.521		1.64880			4
2024.02.23	16:36:01.640	1.64862				2
2024.02.23	16:36:01.817	1.64863	1.64883			6
