<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.02.06	20:38:00	18.87108	18.87138	18.86758	18.86828	47	0	234
2024.02.06	20:40:00	18.86828	18.86888	18.86588	18.86878	39	0	167
2024.02.06	20:42:00	18.86908	18.87378	18.86558	18.86608	42	0	104
2024.02.06	20:44:00	18.86608	18.86728	18.86268	18.86628	35	0	281
2024.02.06	20:46:00	18.86628	18.86678	18.86298	18.86468	64	0	221
2024.02.06	20:48:00	18.86468	18.86608	18.86328	18.86348	32	0	204
2024.02.06	20:50:00	18.86348	18.86718	18.86218	18.86628	21	0	159
2024.02.06	20:52:00	18.86628	18.86718	18.86288	18.86428	32	0	204
2024.02.06	20:54:00	18.86428	18.86468	18.86088	18.86088	14	0	100
2024.02.06	20:56:00	18.86088	18.86588	18.86088	18.86358	90	0	209
2024.02.06	20:58:00	18.86418	18.86668	18.86308	18.86308	77	0	184
2024.02.06	21:00:00	18.86244	18.86808	18.86148	18.86618	74	0	104
2024.02.06	21:02:00	18.86618	18.86708	18.85915	18.86218	47	0	139
2024.02.06	21:04:00	18.86258	18.86388	18.85859	18.86248	74	0	179
2024.02.06	21:06:00	18.86620	18.86679	18.85883	18.86053	384	0	100
2024.02.06	21:08:00	18.86063	18.86452	18.85853	18.86003	416	0	133
2024.02.06	21:10:00	18.85993	18.86266	18.85701	18.86071	370	0	100
2024.02.06	21:12:00	18.86061	18.86400	18.85933	18.86273	362	0	100
2024.02.06	21:14:00	18.86273	18.86865	18.86273	18.86563	287	0	100
2024.02.06	21:16:00	18.86543	18.86776	18.86444	18.86719	225	0	100
2024.02.06	21:18:00	18.86737	18.86768	18.86579	18.86579	313	0	100
2024.02.06	21:20:00	18.86582	18.86662	18.86434	18.86509	272	0	100
2024.02.06	21:22:00	18.86408	18.86418	18.85353	18.85883	381	0	100
2024.02.06	21:24:00	18.85873	18.85989	18.85633	18.85788	301	0	100
2024.02.06	21:26:00	18.85783	18.85995	18.85642	18.85792	260	0	100
2024.02.06	21:28:00	18.85785	18.86046	18.85785	18.85835	272	0	100
2024.02.06	21:30:00	18.85838	18.85838	18.85057	18.85133	267	0	100
2024.02.06	21:32:00	18.85093	18.85703	18.85054	18.85498	137	0	214
2024.02.06	21:34:00	18.85438	18.85838	18.85358	18.85838	25	0	299
2024.02.06	21:36:00	18.85828	18.86328	18.85502	18.86138	87	0	306
2024.02.06	21:38:00	18.86138	18.86228	18.85808	18.86108	111	0	346
2024.02.06	21:40:00	18.86108	18.86188	18.85529	18.85783	97	0	214
2024.02.06	21:42:00	18.85918	18.86143	18.85763	18.85983	99	0	259
2024.02.06	21:44:00	18.85993	18.85993	18.85744	18.85863	119	0	318
2024.02.06	21:46:00	18.85873	18.86053	18.85773	18.85823	84	0	313
2024.02.06	21:48:00	18.85823	18.85873	18.85128	18.85488	99	0	345
2024.02.06	21:50:00	18.85488	18.85658	18.85030	18.85598	111	0	231
2024.02.06	21:52:00	18.85598	18.85598	18.84398	18.84528	105	0	290
2024.02.06	21:54:00	18.84470	18.85218	18.84208	18.84318	134	0	234
2024.02.06	21:56:00	18.84318	18.84778	18.84258	18.84418	130	0	121
2024.02.06	21:58:00	18.84308	18.84498	18.83922	18.84488	119	0	374
2024.02.06	22:00:00	18.84518	18.84878	18.84438	18.84768	53	0	314
2024.02.06	22:02:00	18.84748	18.84848	18.84708	18.84848	29	0	364
2024.02.06	22:04:00	18.84869	18.84878	18.84688	18.84798	69	0	394
